permit	NN	Strategy
demand	NN	Strategy
angered	VBD	Strategy
state	NNP	Strategy
rep	NNP	Strategy
lon	NNP	Strategy
burnam	NNP	Strategy
people	NNS	Strategy
right	NN	Strategy
right	NN	Strategy
safe	VB	Strategy
sanitary	JJ	Strategy
condition	NNS	Strategy
legislator	NN	Strategy
state	NNP	Strategy
rep	NNP	Strategy
lon	NNP	Strategy
burnam	NNP	Strategy
said	VBD	Strategy
legislator	NN	Government
state	NNP	Government
rep	NNP	Government
lon	NNP	Government
burnam	NNP	Government
said	VBD	Government
trying	VBG	Strategy
help	VB	Strategy
demonstrator	NNS	Strategy
right	RB	Strategy
people	NNS	Strategy
responsible	JJ	Strategy
park	NN	Strategy
downtown	NNP	Strategy
fort	NNP	Strategy
worth	NNP	Strategy
inc	NNP	Strategy
manages	VBZ	Strategy
park	NN	Strategy
city	NN	Strategy
enforcing	VBG	Strategy
absurd	JJ	Strategy
ordinance	NN	Strategy
…	VB	Strategy
bureaucrat	NNS	Strategy
downtown	NNP	Strategy
fort	NNP	Strategy
worth	NNP	Strategy
inc	NNP	Strategy
city	NNP	Strategy
fort	NNP	Strategy
worth	NNP	Strategy
clueless	JJ	Strategy
indifferent	JJ	Strategy
speaking	VBG	Strategy
park	NN	Strategy
noted	VBD	Strategy
man	NN	Strategy
walking	VBG	Strategy
dog	NN	Strategy
nearby	RB	Strategy
gentleman	NN	Strategy
probably	RB	Strategy
life	VBZ	Strategy
downtown	RP	Strategy
walking	VBG	Strategy
dog	NN	Strategy
park	NN	Strategy
dog	NN	Strategy
legally	RB	Strategy
piss	VB	Strategy
flower	NN	Strategy
bed	NN	Strategy
demonstrator	NNS	Strategy
place	NN	Strategy
go	VB	Strategy
literally	RB	Strategy
figuratively	RB	Strategy
dog	NN	O
exercising	VBG	O
first	NNP	O
amendment	NNP	O
right	NNS	O
reporter	NN	O
jokingly	RB	O
asked	VBN	O
barking	VBG	O
sure	JJ	O
burnam	NNP	O
said	VBD	O
fort	NNP	O
worth	NNP	O
tension	NN	O
continued	VBD	O
build	VB	O
city	NNP	Government
ordinance	NNS	Government
forbid	VBD	Government
camping	VBG	Government
park	NN	Government
protester	NNS	Strategy
felt	VBD	Strategy
lacked	VBD	Strategy
force	NN	Strategy
number	NNS	Strategy
defy	VB	Strategy
law	NN	Strategy
camped	VBD	Strategy
sidewalk	NN	Strategy
camped	VBD	Camp
sidewalk	NN	Camp
day	NN	Strategy
march	NNS	Strategy
held	VBN	Strategy
bank	NNP	Strategy
america	NNP	Strategy
security	NN	Strategy
guard	NNS	Strategy
tried	VBD	Strategy
deny	VB	Strategy
group	NN	Strategy
access	NN	Strategy
sidewalk	NN	Strategy
police	NN	Strategy
officer	NNS	Strategy
defended	VBD	Strategy
protester	NNS	Strategy
right	VBD	Strategy
oct	NNP	Camp
15	CD	Camp
tent	NNS	Camp
set	VBN	Camp
along	IN	Camp
lamar	NNP	Camp
street	NNP	Camp
way	NN	Camp
block	VB	Camp
sidewalk	NN	Camp
oct	NNP	Police
15	CD	Police
tent	NNS	Police
set	VBN	Police
along	IN	Police
lamar	NNP	Police
street	NNP	Police
way	NN	Police
block	VB	Police
sidewalk	NN	Police
police	NN	Police
ordered	VBD	Police
taken	VBN	Police
99	CD	Police
percenters	NNS	Police
refused	VBD	Police
tent	NNS	Police
wore	VBD	Police
torn	JJ	Police
confiscated	VBN	Police
five	CD	Police
protester	NNS	Police
arrested	VBN	Police
chant	NNS	Police
shame	NN	Police
whole	JJ	Police
world	NN	Police
watching	VBG	Police
99	CD	Police
percenters	NNS	Police
live	JJ	Camp
audio	NN	Camp
feed	NNS	Camp
going	VBG	Camp
arrest	NNS	Camp
part	NN	O
world	NN	O
least	JJS	O
listening	VBG	O
musician	NNS	Camp
stood	VBD	Camp
sidewalk	NN	Camp
singing	VBG	Camp
protest	JJ	Camp
song	NNS	Camp
attorney	NNS	Camp
circulated	VBD	Camp
gathering	VBG	Camp
witness	JJ	Camp
statement	NNS	Camp
lone	NN	Strategy
police	NN	Strategy
car	NN	Strategy
drove	NN	Strategy
protester	NNS	Strategy
yelled	VBD	Strategy
love	VBP	Strategy
guy	VBP	Strategy
officer	NN	Strategy
inside	RB	Strategy
thanked	VBD	Strategy
protester	NNS	Strategy
sentiment	NN	Strategy
removal	NN	Camp
tent	NNS	Camp
put	VBD	Camp
fort	NNP	Camp
worth	NNP	Camp
protest	NN	Camp
map	NN	Camp
message	NNS	Camp
support	NN	Camp
came	VBD	Camp
across	IN	Camp
country	NN	Camp
fort	NNP	Camp
worth	NNP	Camp
group	NN	Camp
number	NNS	Camp
growing	VBG	Camp
daily	RB	Camp
exchange	NN	Strategy
program	NN	Strategy
set	VBN	Strategy
protester	NNS	Strategy
go	VBP	Strategy
back	RB	Strategy
forth	NN	Strategy
dallas	NNP	Strategy
fort	NNP	Strategy
worth	NNP	Strategy
site	VBZ	Strategy
boosting	VBG	Strategy
number	NNS	Strategy
fort	NNP	Strategy
worth	NNP	Strategy
allowing	VBG	Strategy
two	CD	Strategy
group	NNS	Strategy
learn	VB	Strategy

posted	VBN	O
november	NNP	O
16	CD	O
2011	CD	O
12 30	CD	O
pm	NN	O
mt	NNP	O
jeremy	NNP	O
meyer	NNP	O
denver	NNP	O
post	NNP	O
denver	NNP	O
police	NNP	O
seek	VBD	O
increased	VBN	O
budget	NN	O
occupy	NNP	O
protest	VBZ	O
among	IN	O
long	JJ	O
list	NN	O
expense	NNS	O
alex	NNP	O
martinez	NNP	O
councilman	NNP	O
charlie	NNP	O
brown	NNP	O
denver	NNP	O
post	NNP	O
jeanne	NNP	O
robb	NNP	O
occupy	NNP	O
denver	NNP	O
protest	NNP	O
denver	NNP	O
post	NNP	O
r j	NNP	O
sangosti denver	NNP	O
post	NNP	O
santos	NNP	O
gonzalez	NNP	O
denver	NNP	O
park	NNP	O
recreation	NNP	O
tuesday	NNP	O
wash	NNS	O
graffiti	NN	O
close	RB	O
occupy	NNP	O
denver	NNP	O
protest	NNS	O
happened	VBN	O
cost	NN	Government
occupy	NNP	Government
denver	NNP	Government
movement	NN	Government
keep	VBZ	Government
growing	VBG	Government
city	NN	Government
pay	VBP	Government
police	NN	Government
sheriff	NN	Government
officer	NNS	Government
public	JJ	Government
work	NN	Government
environmental	JJ	Government
health	NN	Government
denver	NNP	Government
health	NNP	Government
come	VB	Government
site	NN	Government
protest	NNS	Government
denver	NNP	O
department	NNP	O
safety	NNP	O
today	NN	O
asked	VBD	O
city	NNP	O
council	NNP	O
additional	JJ	O
7	CD	O
million	CD	O
city	NN	O
contingency	NN	O
fund	NN	O
2011	CD	O
budget	NN	O
due	JJ	O
higher	JJR	O
expected	VBN	O
cost	NNS	O
year	NN	O
including	VBG	O
increased	JJ	O
overtime	NN	O
cost	NNS	O
occupy	NNP	O
denver	NNP	O
protest	NNS	O
police	NN	O
department	NN	O
seeking	VBG	O
6	CD	O
million	CD	O
contingency	NN	O
fund	NNS	O
citing	VBG	O
number	NN	O
reason	NNS	O
including	VBG	O
overtime	NN	O
cost	NNS	O
increased	VBD	O
fuel	NN	O
cost	NNS	O
repair	NNS	O
vehicle	NNS	O
replaced	VBN	O
update	NN	Government
official	NNS	Government
believe	VBP	Government
occupy	NNP	Government
denver	NNP	Government
overtime	NN	Government
cost	NNS	Government
exceed	VBP	Government
200 000	CD	Government
end	NN	Government
yea	NN	Government
r	VB	O
safety	NNP	O
department	NNP	O
overall	JJ	O
budget	NN	O
402	CD	O
million	CD	O
police	NN	O
department	NN	O
budget	NN	O
176	CD	O
million	CD	O
extra	JJ	O
cost	NNS	O
police	NN	O
department	NN	O
also	RB	O
come	VBN	O
bringing	VBG	O
15	CD	O
officer	NNS	O
back	RB	O
working	VBG	O
denver	NNP	O
international	NNP	O
airport	NNP	O
june	NNP	O
separation	NN	O
payouts	NNS	O
according	VBG	O
bill	NN	O
request	NN	O
heard	VBN	O
morning	NN	O
meeting	NN	O
government	NNP	O
finance	NNP	O
committee	NNP	O
figure	NN	O
attached	VBN	O
much	JJ	O
occupy	NNP	O
denver	NNP	O
protest	NNS	O
cost	VBN	O
city	NN	O
past	JJ	O
month	NNS	O
deputy	NNP	O
safety	NNP	O
manager	NNP	O
mel	NNP	O
thompson	NNP	O
said	VBD	O
figure	NNS	O
still	RB	O
tabulated	VBN	O
oct	NNP	Government
21	CD	Government
safety	NNP	Government
manager	NNP	Government
office	NN	Government
estimated	VBD	Government
total	JJ	Government
overtime	NN	Government
cost	NNS	Government
various	JJ	Government
city	NN	Government
department	NNS	Government
five	CD	Government
day	NNS	Government
protest	NNS	Government
october	NNP	Government
totaled	VBD	Government
approximately	RB	Government
365 000	CD	Government
police	NN	O
department	NN	O
since	IN	O
changed	VBN	O
officer	NNS	O
schedule	NNS	O
fewer	JJR	O
working	VBG	O
week	NN	O
duty	NN	O
weekend	NN	O
protest	NNS	O
become	VBN	O
heated	VBN	O
thompson	NNP	O
said	VBD	O
safety	NNP	O
manager	NNP	O
alex	NNP	O
martinez	NNP	O
asked	VBN	O
accounting	NN	O
total	JJ	O
overtime	NN	O
cost	NNS	O
straight	JJ	O
time	NN	O
figure	VB	O
cost	NNS	O
patrolling	VBG	O
occupy	NNP	O
denver	NNP	O
protest	NNS	O
councilman	NNP	Government
charlie	NNP	Government
brown	NNP	Government
councilwoman	NNP	Government
jeanne	NNP	Government
robb	NNP	Government
also	RB	Government
said	VBD	Government
councilman	NNP	Strategy
charlie	NNP	Strategy
brown	NNP	Strategy
councilwoman	NNP	Strategy
jeanne	NNP	Strategy
robb	NNP	Strategy
also	RB	Strategy
said	VBD	Strategy
concerned	VBN	Strategy
damage	NNS	Strategy
occurring	VBG	Strategy
civic	NNP	Strategy
center	NNP	Strategy
park	NNP	Strategy
protest	NNS	Strategy
police	NNP	Police
cruiser	NNS	Police
constantly	RB	Police
sitting	VBG	Police
grass	NNS	Police

posted	NN	O
12 20 2011	CD	O
12 54 21	CD	O
mstupdated	NNP	O
12 20 2011	CD	O
07 07 49	CD	O
mst	NNP	O
joey	NNP	O
bunch	NNP	O
weston	NNP	O
gentry	NNP	O
jeremy	NNP	O
p	NNP	O
meyer	NNP	O
david	NNP	O
migoyathe	NNP	O
denver	NNP	O
post	NNP	O
denver	NNP	O
cop	VBZ	O
clear	JJ	O
occupy	NNP	O
denver	NNP	O
protester	NNS	O
set	VBP	O
shelter	NNS	O
aflame	VBP	O
take	VB	O
street	NNS	O
midnight	NN	O
today	NN	O
tebowed	VBD	O
occupy	NNP	O
denver	NNP	O
protester	NNS	O
took	VBD	O
knee	NN	O
broadway	NNP	O
west	NNP	O
13th	CD	O
avenue	NNP	O
denver	NNP	O
police	NNS	O
officer	NNS	O
lined	VBD	O
denver	NNP	O
public	NNP	O
library	NNP	O
corralling	VBG	O
pressing	VBG	O
weeks old	JJ	O
encampment	NN	O
officer	NNS	Police
arrived	VBD	Police
11 30	CD	Police
p m	NN	Police
monday	NNP	Police
remove	VB	Police
shelter	NNS	Police
eastern	JJ	Police
edge	NN	Police
civic	NNP	Police
center	NNP	Police
police	NNP	Police
chief	NNP	Police
robert	NNP	Police
white	NNP	Police
earlier	RBR	Police
warned	VBN	Police
protestors	NNS	Police
time	NN	Police
remove	VB	Police
structure	NNS	Police
park	NN	Police
removed	VBN	O
forcibly	RB	O
need	VBN	O
tebowing	NNP	O
god	NNP	O
bless	NNP	O
america	NNP	O
rang	NN	O
crowd	NN	O
40	CD	Protester
protestors	NNS	Protester
retreated	VBD	Protester
south	RB	Protester
broadway	NNP	Protester
shouting	VBG	Protester
pledge	NNS	Protester
occupation	NN	Protester
clash	NN	Police
intense	JJ	Police
swift	JJ	Police
police	NNS	Police
shoving	VBG	Police
protestors	NNS	Police
journalist	NNS	Police
alike	RB	Police
baton	NNS	Police
appeared	VBD	Police
one	CD	Police
protestor	NN	Police
taken	VBN	Police
custody	NN	Police
afterwards	NNS	O
white	NNP	O
said	VBD	O
officer	NNS	O
hoped	VBN	O
ask	VB	O
protestors	NNS	O
final	JJ	O
time	NN	O
remove	VB	O
belonging	NNS	O
two	CD	Police
prostestors	NNS	Police
began	VBD	Police
setting	VBG	Police
shelter	NNS	Police
aflame	VBP	Police
officer	NNS	Police
firefighter	NNS	Police
move	VB	Police
firetruck	NN	Police
moved	VBN	Police
douse	VB	Police
flame	NNS	Police
battery	NN	Police
police	NNS	Police
closed	VBD	Police
rank	NNS	Police
shouting	VBG	Police
move	NNP	Police
back	RB	Police
allow	VB	Police
firefighter	NNS	Police
access	NN	Police
police	NNP	Police
said	VBD	Police
two	CD	Police
protestors	NNS	Police
arrested	VBN	Police
arson	NN	Police
charge	NNS	Police
two	CD	Police
arrested	VBN	Police
charge	NNS	Police
failing	VBG	Police
obey	VB	Police
lawful	JJ	Police
order	NN	Police
certainly	RB	Opinionor
respect	VBP	Opinionor
first	NNP	Opinionor
amendment	NNP	Opinionor
right	NNS	Opinionor
n t	RB	Opinionor
intention	NN	Opinionor
infringe	VB	Opinionor
right	NNS	Opinionor
white	NNP	Opinionor
said	VBD	Opinionor
impromptu	JJ	Opinionor
press	NN	Opinionor
briefing	NN	Opinionor
also	RB	Opinionor
value	NN	Opinionor
right	NNS	Opinionor
citizen	NNS	Opinionor
live	VBP	Opinionor
community	NN	Opinionor
shanty	NNS	Camp
lined	VBN	Camp
sidewalk	NNS	Camp
along	IN	Camp
east	NN	Camp
west	JJS	Camp
side	NNS	Camp
broadway	NNP	Camp
near	IN	Camp
park	NN	Camp
making	VBG	Camp
difficult	JJ	Camp
pas	VB	Camp
police	NN	O
spokesman	NN	O
immediately	RB	O
available	JJ	O
early	JJ	O
morning	NN	O
provide	VB	O
information	NN	O
possible	JJ	O
report	NNS	O
injury	NNS	O
sustained	VBN	O
protester	NNS	O
police	NNS	O
white	NNP	Police
issued	VBN	Police
ultimatum	JJ	Police
monday	NNP	Police
afternoon	NN	Police
occupy	NNP	Police
denver	NNP	Police
protester	NNS	Police
saying	VBG	Police
time	NN	Police
city	NN	Police
would	MD	Police
forcibly	RB	Police
dismantle	VB	Police
encampment	NN	Police
near	IN	Police
civic	NNP	Police
center	NNP	Police
moment	NN	Police
notice	NN	Legal_Action
given	VBN	Legal_Action
meeting	NN	Legal_Action
behind	IN	Legal_Action
closed	JJ	Legal_Action
door	NNS	Legal_Action
police	NN	Legal_Action
headquarters	NN	Legal_Action
th	JJ	Legal_Action
e	RB	O
latest	JJS	O
development	NN	O
battle	NN	O
occupy	NNP	O
denver	NNP	O
protester	NNS	O
city	NN	O
permanent	JJ	Camp
demonstration	NN	Camp
sidewalk	NNS	Camp
border	NN	Camp
broadway	NNP	Camp
colfax	NNP	Camp
14th	CD	Camp
avenue	NNS	Camp
rumor	NNS	O
impending	JJ	O
clear out	NN	O
swirled	VBD	O
throughout	IN	O
encampment	NN	O
late	RB	O
monday	NNP	O
night	NN	O
protester	NNS	O
milled	VBD	O
warming	VBG	O
fire	NNS	O
set	VBN	O
inside	RB	O
trash	JJ	O
can	NNS	O
others	NNS	O
quietly	RB	O
made	VBD	O
belonging	NNS	O
across	IN	O
snow dusted	JJ	O
street	NNS	O
11 15	CD	Camp
p m	NN	Camp
little	RB	O
dropping	VBG	Camp
temperature	NNS	Camp
seemed	VBD	Camp
nip	VB	Camp
30	CD	Camp
people	NNS	O
park	NN	O
eastern	JJ	O
edge	NN	O
helicopter	NN	Police
roared	VBN	Police
11 20	CD	Police
p m	NN	Police
11 25	CD	Police
several	JJ	Police
police	NN	Police
car	NNS	Police
blocked	VBD	Police
broadway	NNP	Police
removal	NN	O
begin	VB	O
protester	NNS	Camp
built	VBN	Camp
shelter	NNS	Camp
arranged	VBD	Camp
tarp	NN	Camp
set	VBN	Camp
sleeping	VBG	Camp
bag	NNS	Camp
even	RB	Camp
tied	VBD	Camp
kayak	NN	Camp
tree	NN	Camp
violating	VBG	Government
city	NN	Government
ordinance	NN	Government
forbids	VBZ	Government
encumbrance	NNS	Government
public	JJ	Government
right	NNS	Government
way	NN	Government
tried	VBN	Legal_Action
state	NN	Legal_Action
case	NN	Legal_Action
federal	JJ	Legal_Action
court	NN	Legal_Action
avail	NN	Legal_Action
decision	NN	O
made	VBN	O
need	VBZ	O
occur	VB	O
asked	VBN	O
decided	VBD	O
n t	RB	O
going	VBG	O
white	NNP	O
said	VBD	O
earlier	RBR	O
monday	NNP	O
u	PRP	O
make	VB	O
happen	VB	O
protester	NNS	Legal_Action
left	VBD	Legal_Action
meeting	NN	Legal_Action
disgusted	VBD	Legal_Action
calling	VBG	Legal_Action
meeting	NN	Legal_Action
incredibly	RB	Legal_Action
unproductive	JJ	Legal_Action
asking	VBG	Legal_Action
could	MD	Legal_Action
take	VB	Legal_Action
cracker	NNS	Legal_Action
fruit	NNS	Legal_Action
veggie	NN	Legal_Action
tray	NNS	Legal_Action
provided	VBN	Legal_Action
back	RB	Legal_Action
protest	NN	Legal_Action
said	NNP	Legal_Action
white	NNP	Legal_Action
course	NN	Legal_Action
patricia	NNP	Opinionor
hughes	NNP	Opinionor
split	VBZ	Opinionor
time	NN	Opinionor
occupy	NNP	Opinionor
denver	NNP	Opinionor
nurse	NN	Opinionor
said	VBD	Opinionor
structure	NNS	Opinionor
shelter	NNS	Opinionor
people	NNS	Opinionor
nowhere	RB	Opinionor
else	RB	Opinionor
go	VB	Opinionor
take	VBP	Opinionor
away	RP	Opinionor
structure	NNS	Opinionor
sentencing	VBG	Opinionor
people	NNS	Opinionor
death	NN	Opinionor
said	VBD	Opinionor

posted	NN	O
10 15 2011	CD	O
11 31 47	CD	O
pm	NNP	O
mdtupdated	NNP	O
10 15 2011	CD	O
11 49 41	CD	O
pm	NNP	O
mdt	NNP	O
karen	NNP	O
e	NNP	O
crummythe	NNP	O
denver	NNP	O
post	NNP	O
occupy	NNP	Camp
denver	NNP	Camp
demonstrator	NN	Camp
accused	VBD	Camp
groping	VBG	Camp
tv	NN	Camp
photographer	NN	Camp
occupy	NNP	O
denver	NNP	O
demonstrator	NN	O
arrested	VBN	O
late	JJ	O
saturday	NNP	O
sexual	JJ	O
misconduct	NN	O
allegedly	RB	O
groping	VBG	O
male	JJ	O
television	NN	O
photographer	NN	O
corey	NNP	Police
donahue	NNP	Police
28 year old	JJ	Police
medical	JJ	Police
marijuana	NN	Police
activist	NN	Police
arrested	VBN	Police
10 20	CD	Police
p m	NN	Police
civic	NNP	Police
center	NNP	Police
park	NN	Police
according	VBG	Police
three	CD	Police
photographer	NNS	Police
witnessed	VBD	Police
event	NN	Police
two	CD	O
photographer	NNS	O
work	VBP	O
post	NNP	O
donahue	NNP	O
third	JJ	O
arrest	NN	O
six	CD	O
week	NNS	O
early	RB	Police
friday	NNP	Police
arrested	VBN	Police
denver	NNP	Police
police	NNP	Police
unlawful	JJ	Police
conduct	NN	Police
public	JJ	Police
property	NN	Police
resisting	VBG	Police
arrest	NN	Police
police	NN	Police
cleared	VBD	Police
occupy	NNP	Police
denver	NNP	Police
camp	NN	Police
last	JJ	Police
month	NN	Police
boulder	NNP	Police
police	NNS	Police
arrested	VBD	Police
trespass	NN	Police
marijuana signature	NN	Police
gathering	VBG	O
drive	NN	O
saturday	NNP	Police
10	CD	Police
police	NNS	Police
officer	NNS	Police
approached	VBD	Police
donahue	NNP	Police
park	NN	Police
told	VBD	Police
arrested	VBN	Police
sexual	JJ	Police
misconduct	NN	Police
yelled	VBD	O
struggled	VBD	O
police	NNS	O
handcuffed	VBD	O
donahue	NNP	Strategy
told	VBD	Strategy
post	NNP	Strategy
last	JJ	Strategy
week	NN	Strategy
one	CD	Strategy
first	JJ	Strategy
demonstrator	NNS	Strategy
pitch	VB	Strategy
tent	NN	Strategy
occupy	NNP	Camp
denver	NNP	Camp
camp	NN	Camp
near	IN	Camp
veteran	NNP	Camp
memorial	NNP	Camp
west	NN	Camp
state	NN	Camp
capitol	NNP	Camp

posted	NN	O
10 13 2011	CD	O
10 51 33	CD	O
mdtupdated	NNP	O
10 14 2011	CD	O
04 41 39	CD	O
mdt	NNP	O
sara	NNP	O
burnett	NNP	O
jeremy	NNP	O
p	NNP	O
meyer	NNP	O
tim	NNP	O
hooverthe	NNP	O
denver	NNP	O
post	NNP	O
denver	NNP	Police
police	NNP	Police
csp	NNP	Police
clearing	VBG	Police
occupy	NNP	Police
denver	NNP	Police
camp	NN	Police
site	NN	Police
protester	NNS	Police
breaking	NNP	O
news	NNP	O
dozen	NNS	Police
police	NN	Police
riot	NN	Police
gear	NN	Police
moved	VBN	Police
park	NN	Police
near	IN	Police
state	NN	Police
capitol	NNP	Police
hundred	NNS	Police
occupy	NNP	Police
denver	NNP	Police
protester	NNS	Police
gathered	VBN	Police
police	NNS	Police
started	VBN	Police
remove	VB	Police
protester	NNS	Police
tent	NNS	Police
action	NN	Police
began	VBD	Police
3 30	CD	Police
a m	NN	Police
friday	NNP	Police
later	NNP	Police
line	NN	Police
dozen	NNS	Police
police	NNS	Police
faced	VBD	Police
toward	IN	Police
protester	NNS	Police
appeared	VBD	Police
holding	VBG	Police
ground	NN	Police
apparent	JJ	Police
clash	NNS	Police
footage	NN	O
broadcast	NN	O
kusa tv	NNP	O
show	NNS	O
police	VBP	O
working	VBG	O
tent	NNS	O
protest	NNS	O
continue	VBP	O
mill	VB	O
state	NNP	O
police	NNP	O
say	VBP	O
arrest	NNS	O
earlier	RBR	Police
authority	NNS	Police
gave	VBD	Police
11	CD	Police
p m	NN	Police
thursday	NNP	Police
deadline	NN	Police
clear	VB	Police
park	NN	Police
protester	NNS	Police
stayed	VBD	Police
put	NN	Police

posted	NN	O
10 15 2011	CD	O
12 46 21	CD	O
pm	NNP	O
mdtupdated	NNP	O
10 16 2011	CD	O
12 58 18	CD	O
mdt	NNP	O
jordan	NNP	O
steffen	NNP	O
karen	NNP	O
e	NNP	O
crummythe	NNP	O
denver	NNP	O
post	NNP	O
24	CD	O
arrested	VBN	O
clash	NNS	O
police	NN	O
occupy	NNP	O
protester	NNS	O
march	VBP	O
larimer	NNP	O
square	NNP	O
saturday	NNP	O
hyoung	NNP	O
chang	NNP	O
denver	NNP	O
post	NNP	O
denver	NNP	O
police	NNP	O
officer	NNS	O
secure	VBP	O
